Date,Day_of_Week,Item,Category,Produced_Qty,Sold_Qty,Waste_Qty,Price_Per_Unit,Revenue,Waste_Loss,Expiry_Days
2023-11-07,Tuesday,Pastry,Bakery,74,56,18,60,3360,1080,1
2023-11-07,Tuesday,Sandwich,FastFood,100,92,8,90,8280,720,1
2023-11-07,Tuesday,Burger,FastFood,100,82,18,120,9840,2160,1
2023-11-07,Tuesday,Pizza Slice,FastFood,61,54,7,150,8100,1050,1
2023-11-07,Tuesday,Muffin,Bakery,74,63,11,50,3150,550,2
2023-11-07,Tuesday,Donut,Bakery,82,78,4,45,3510,180,2
2023-11-07,Tuesday,Cookies,Bakery,135,129,6,20,2580,120,7
2023-11-07,Tuesday,Brownie,Bakery,67,64,3,70,4480,210,3
2023-11-07,Tuesday,Roll,FastFood,111,104,7,80,8320,560,1
2023-11-07,Tuesday,Samosa,FastFood,203,192,11,25,4800,275,1
2023-11-07,Tuesday,Puff,FastFood,118,104,14,35,3640,490,2
2023-11-07,Tuesday,Bun,Bakery,138,128,10,20,2560,200,1
2023-11-07,Tuesday,Garlic Bread,Bakery,74,65,9,110,7150,990,2
2023-11-07,Tuesday,Cold Coffee,Beverage,66,58,8,140,8120,1120,1
2023-11-07,Tuesday,Tea,Beverage,285,271,14,20,5420,280,0
2023-11-07,Tuesday,Juice,Beverage,103,94,9,60,5640,540,1
2023-11-07,Tuesday,Wrap,FastFood,84,64,20,130,8320,2600,1
2023-11-07,Tuesday,Croissant,Bakery,49,39,10,80,3120,800,2
2023-11-08,Wednesday,Bread,Bakery,113,90,23,30,2700,690,1
2023-11-08,Wednesday,Cake,Bakery,51,48,3,350,16800,1050,2
2023-11-08,Wednesday,Pastry,Bakery,65,47,18,60,2820,1080,1
2023-11-08,Wednesday,Sandwich,FastFood,85,80,5,90,7200,450,1
2023-11-08,Wednesday,Burger,FastFood,107,100,7,120,12000,840,1
2023-11-08,Wednesday,Pizza Slice,FastFood,60,50,10,150,7500,1500,1
2023-11-08,Wednesday,Muffin,Bakery,94,84,10,50,4200,500,2
2023-11-08,Wednesday,Donut,Bakery,94,85,9,45,3825,405,2
2023-11-08,Wednesday,Cookies,Bakery,161,157,4,20,3140,80,7
2023-11-08,Wednesday,Brownie,Bakery,62,59,3,70,4130,210,3
2023-11-08,Wednesday,Roll,FastFood,80,62,18,80,4960,1440,1
2023-11-08,Wednesday,Samosa,FastFood,194,181,13,25,4525,325,1
2023-11-08,Wednesday,Puff,FastFood,148,134,14,35,4690,490,2
2023-11-08,Wednesday,Bun,Bakery,137,124,13,20,2480,260,1
2023-11-08,Wednesday,Garlic Bread,Bakery,67,58,9,110,6380,990,2
2023-11-08,Wednesday,Cold Coffee,Beverage,51,38,13,140,5320,1820,1
2023-11-08,Wednesday,Tea,Beverage,274,260,14,20,5200,280,0
2023-11-08,Wednesday,Juice,Beverage,124,104,20,60,6240,1200,1
2023-11-08,Wednesday,Wrap,FastFood,73,60,13,130,7800,1690,1
2023-11-08,Wednesday,Croissant,Bakery,67,57,10,80,4560,800,2
2023-11-09,Thursday,Bread,Bakery,108,92,16,30,2760,480,1
2023-11-09,Thursday,Cake,Bakery,56,44,12,350,15400,4200,2
2023-11-09,Thursday,Pastry,Bakery,73,60,13,60,3600,780,1
2023-11-09,Thursday,Sandwich,FastFood,110,94,16,90,8460,1440,1
2023-11-09,Thursday,Burger,FastFood,76,67,9,120,8040,1080,1
2023-11-09,Thursday,Pizza Slice,FastFood,72,50,22,150,7500,3300,1
2023-11-09,Thursday,Muffin,Bakery,99,92,7,50,4600,350,2
2023-11-09,Thursday,Donut,Bakery,88,83,5,45,3735,225,2
2023-11-09,Thursday,Cookies,Bakery,138,133,5,20,2660,100,7
2023-11-09,Thursday,Brownie,Bakery,48,41,7,70,2870,490,3
2023-11-09,Thursday,Roll,FastFood,109,92,17,80,7360,1360,1
2023-11-09,Thursday,Samosa,FastFood,191,168,23,25,4200,575,1
2023-11-09,Thursday,Puff,FastFood,122,118,4,35,4130,140,2
2023-11-09,Thursday,Bun,Bakery,154,140,14,20,2800,280,1
2023-11-09,Thursday,Garlic Bread,Bakery,60,55,5,110,6050,550,2
2023-11-09,Thursday,Cold Coffee,Beverage,49,29,20,140,4060,2800,1
2023-11-09,Thursday,Tea,Beverage,275,265,10,20,5300,200,0
2023-11-09,Thursday,Juice,Beverage,114,91,23,60,5460,1380,1
2023-11-09,Thursday,Wrap,FastFood,69,60,9,130,7800,1170,1
2023-11-09,Thursday,Croissant,Bakery,74,65,9,80,5200,720,2
2023-11-10,Friday,Bread,Bakery,107,100,7,30,3000,210,1
2023-11-10,Friday,Cake,Bakery,50,39,11,350,13650,3850,2
2023-11-10,Friday,Pastry,Bakery,84,74,10,60,4440,600,1
2023-11-10,Friday,Sandwich,FastFood,94,74,20,90,6660,1800,1
2023-11-10,Friday,Burger,FastFood,105,87,18,120,10440,2160,1
2023-11-10,Friday,Pizza Slice,FastFood,57,49,8,150,7350,1200,1
2023-11-10,Friday,Muffin,Bakery,70,62,8,50,3100,400,2
2023-11-10,Friday,Donut,Bakery,63,49,14,45,2205,630,2
2023-11-10,Friday,Cookies,Bakery,145,143,2,20,2860,40,7
2023-11-10,Friday,Brownie,Bakery,64,59,5,70,4130,350,3
2023-11-10,Friday,Roll,FastFood,90,75,15,80,6000,1200,1
2023-11-10,Friday,Samosa,FastFood,203,184,19,25,4600,475,1
2023-11-10,Friday,Puff,FastFood,142,129,13,35,4515,455,2
2023-11-10,Friday,Bun,Bakery,130,114,16,20,2280,320,1
2023-11-10,Friday,Garlic Bread,Bakery,77,66,11,110,7260,1210,2
2023-11-10,Friday,Cold Coffee,Beverage,62,57,5,140,7980,700,1
2023-11-10,Friday,Tea,Beverage,277,267,10,20,5340,200,0
2023-11-10,Friday,Juice,Beverage,105,97,8,60,5820,480,1
2023-11-10,Friday,Wrap,FastFood,60,48,12,130,6240,1560,1
2023-11-10,Friday,Croissant,Bakery,53,46,7,80,3680,560,2
2023-11-11,Saturday,Bread,Bakery,149,134,15,30,4020,450,1
2023-11-11,Saturday,Cake,Bakery,59,49,10,350,17150,3500,2
2023-11-11,Saturday,Pastry,Bakery,103,93,10,60,5580,600,1
2023-11-11,Saturday,Sandwich,FastFood,126,103,23,90,9270,2070,1
2023-11-11,Saturday,Burger,FastFood,120,107,13,120,12840,1560,1
2023-11-11,Saturday,Pizza Slice,FastFood,94,76,18,150,11400,2700,1
2023-11-11,Saturday,Muffin,Bakery,99,90,9,50,4500,450,2
2023-11-11,Saturday,Donut,Bakery,79,69,10,45,3105,450,2
2023-11-11,Saturday,Cookies,Bakery,173,172,1,20,3440,20,7
2023-11-11,Saturday,Brownie,Bakery,75,70,5,70,4900,350,3
2023-11-11,Saturday,Roll,FastFood,120,111,9,80,8880,720,1
2023-11-11,Saturday,Samosa,FastFood,241,228,13,25,5700,325,1
2023-11-11,Saturday,Puff,FastFood,156,144,12,35,5040,420,2
2023-11-11,Saturday,Bun,Bakery,162,145,17,20,2900,340,1
2023-11-11,Saturday,Garlic Bread,Bakery,63,56,7,110,6160,770,2
2023-11-11,Saturday,Cold Coffee,Beverage,80,57,23,140,7980,3220,1
2023-11-11,Saturday,Tea,Beverage,327,319,8,20,6380,160,0
2023-11-11,Saturday,Juice,Beverage,115,109,6,60,6540,360,1
2023-11-11,Saturday,Wrap,FastFood,99,93,6,130,12090,780,1
2023-11-11,Saturday,Croissant,Bakery,71,68,3,80,5440,240,2
2023-11-12,Sunday,Bread,Bakery,130,124,6,30,3720,180,1
2023-11-12,Sunday,Cake,Bakery,48,42,6,350,14700,2100,2
2023-11-12,Sunday,Pastry,Bakery,91,80,11,60,4800,660,1
2023-11-12,Sunday,Sandwich,FastFood,99,75,24,90,6750,2160,1
2023-11-12,Sunday,Burger,FastFood,114,109,5,120,13080,600,1
2023-11-12,Sunday,Pizza Slice,FastFood,78,70,8,150,10500,1200,1
2023-11-12,Sunday,Muffin,Bakery,101,93,8,50,4650,400,2
2023-11-12,Sunday,Donut,Bakery,104,90,14,45,4050,630,2
2023-11-12,Sunday,Cookies,Bakery,181,178,3,20,3560,60,7
2023-11-12,Sunday,Brownie,Bakery,70,65,5,70,4550,350,3
2023-11-12,Sunday,Roll,FastFood,117,97,20,80,7760,1600,1
2023-11-12,Sunday,Samosa,FastFood,220,206,14,25,5150,350,1
2023-11-12,Sunday,Puff,FastFood,135,129,6,35,4515,210,2
2023-11-12,Sunday,Bun,Bakery,180,157,23,20,3140,460,1
2023-11-12,Sunday,Garlic Bread,Bakery,85,71,14,110,7810,1540,2
2023-11-12,Sunday,Cold Coffee,Beverage,63,49,14,140,6860,1960,1
2023-11-12,Sunday,Tea,Beverage,324,312,12,20,6240,240,0
2023-11-12,Sunday,Juice,Beverage,126,116,10,60,6960,600,1
2023-11-12,Sunday,Wrap,FastFood,87,79,8,130,10270,1040,1
2023-11-12,Sunday,Croissant,Bakery,59,52,7,80,4160,560,2
2023-11-13,Monday,Bread,Bakery,123,104,19,30,3120,570,1
2023-11-13,Monday,Cake,Bakery,48,36,12,350,12600,4200,2
2023-11-13,Monday,Pastry,Bakery,86,78,8,60,4680,480,1
2023-11-13,Monday,Sandwich,FastFood,94,74,20,90,6660,1800,1
2023-11-13,Monday,Burger,FastFood,101,82,19,120,9840,2280,1
2023-11-13,Monday,Pizza Slice,FastFood,55,42,13,150,6300,1950,1
2023-11-13,Monday,Muffin,Bakery,98,91,7,50,4550,350,2
2023-11-13,Monday,Donut,Bakery,85,80,5,45,3600,225,2
2023-11-13,Monday,Cookies,Bakery,146,141,5,20,2820,100,7
2023-11-13,Monday,Brownie,Bakery,62,58,4,70,4060,280,3
2023-11-13,Monday,Roll,FastFood,112,89,23,80,7120,1840,1
2023-11-13,Monday,Samosa,FastFood,186,165,21,25,4125,525,1
2023-11-13,Monday,Puff,FastFood,139,133,6,35,4655,210,2
2023-11-13,Monday,Bun,Bakery,127,119,8,20,2380,160,1
2023-11-13,Monday,Garlic Bread,Bakery,54,45,9,110,4950,990,2
2023-11-13,Monday,Cold Coffee,Beverage,69,56,13,140,7840,1820,1
2023-11-13,Monday,Tea,Beverage,281,272,9,20,5440,180,0
2023-11-13,Monday,Juice,Beverage,103,96,7,60,5760,420,1
2023-11-13,Monday,Wrap,FastFood,63,44,19,130,5720,2470,1
2023-11-13,Monday,Croissant,Bakery,47,38,9,80,3040,720,2
2023-11-14,Tuesday,Bread,Bakery,125,104,21,30,3120,630,1
2023-11-14,Tuesday,Cake,Bakery,42,31,11,350,10850,3850,2
2023-11-14,Tuesday,Pastry,Bakery,67,53,14,60,3180,840,1
2023-11-14,Tuesday,Sandwich,FastFood,112,104,8,90,9360,720,1
2023-11-14,Tuesday,Burger,FastFood,102,93,9,120,11160,1080,1
2023-11-14,Tuesday,Pizza Slice,FastFood,58,39,19,150,5850,2850,1
2023-11-14,Tuesday,Muffin,Bakery,104,100,4,50,5000,200,2
2023-11-14,Tuesday,Donut,Bakery,89,85,4,45,3825,180,2
2023-11-14,Tuesday,Cookies,Bakery,167,162,5,20,3240,100,7
2023-11-14,Tuesday,Brownie,Bakery,76,71,5,70,4970,350,3
2023-11-14,Tuesday,Roll,FastFood,86,64,22,80,5120,1760,1
2023-11-14,Tuesday,Samosa,FastFood,186,177,9,25,4425,225,1
2023-11-14,Tuesday,Puff,FastFood,136,129,7,35,4515,245,2
2023-11-14,Tuesday,Bun,Bakery,151,138,13,20,2760,260,1
2023-11-14,Tuesday,Garlic Bread,Bakery,59,49,10,110,5390,1100,2
2023-11-14,Tuesday,Cold Coffee,Beverage,40,33,7,140,4620,980,1
2023-11-14,Tuesday,Tea,Beverage,260,257,3,20,5140,60,0
2023-11-14,Tuesday,Juice,Beverage,127,119,8,60,7140,480,1
2023-11-14,Tuesday,Wrap,FastFood,92,76,16,130,9880,2080,1
2023-11-14,Tuesday,Croissant,Bakery,58,55,3,80,4400,240,2
2023-11-15,Wednesday,Bread,Bakery,113,99,14,30,2970,420,1
2023-11-15,Wednesday,Cake,Bakery,47,43,4,350,15050,1400,2
2023-11-15,Wednesday,Pastry,Bakery,97,88,9,60,5280,540,1
2023-11-15,Wednesday,Sandwich,FastFood,90,73,17,90,6570,1530,1
2023-11-15,Wednesday,Burger,FastFood,80,61,19,120,7320,2280,1
2023-11-15,Wednesday,Pizza Slice,FastFood,82,65,17,150,9750,2550,1
2023-11-15,Wednesday,Muffin,Bakery,96,91,5,50,4550,250,2
2023-11-15,Wednesday,Donut,Bakery,78,68,10,45,3060,450,2
2023-11-15,Wednesday,Cookies,Bakery,165,158,7,20,3160,140,7
2023-11-15,Wednesday,Brownie,Bakery,51,46,5,70,3220,350,3
2023-11-15,Wednesday,Roll,FastFood,85,69,16,80,5520,1280,1
2023-11-15,Wednesday,Samosa,FastFood,187,175,12,25,4375,300,1
2023-11-15,Wednesday,Puff,FastFood,130,121,9,35,4235,315,2
2023-11-15,Wednesday,Bun,Bakery,156,148,8,20,2960,160,1
2023-11-15,Wednesday,Garlic Bread,Bakery,60,51,9,110,5610,990,2
2023-11-15,Wednesday,Cold Coffee,Beverage,57,37,20,140,5180,2800,1
2023-11-15,Wednesday,Tea,Beverage,282,279,3,20,5580,60,0
2023-11-15,Wednesday,Juice,Beverage,121,100,21,60,6000,1260,1
2023-11-15,Wednesday,Wrap,FastFood,83,75,8,130,9750,1040,1
2023-11-15,Wednesday,Croissant,Bakery,56,49,7,80,3920,560,2
2023-11-16,Thursday,Bread,Bakery,123,105,18,30,3150,540,1
2023-11-16,Thursday,Cake,Bakery,33,27,6,350,9450,2100,2
2023-11-16,Thursday,Pastry,Bakery,90,72,18,60,4320,1080,1
2023-11-16,Thursday,Sandwich,FastFood,103,96,7,90,8640,630,1
2023-11-16,Thursday,Burger,FastFood,81,74,7,120,8880,840,1
2023-11-16,Thursday,Pizza Slice,FastFood,62,41,21,150,6150,3150,1
2023-11-16,Thursday,Muffin,Bakery,91,79,12,50,3950,600,2
2023-11-16,Thursday,Donut,Bakery,84,75,9,45,3375,405,2
2023-11-16,Thursday,Cookies,Bakery,162,156,6,20,3120,120,7
2023-11-16,Thursday,Brownie,Bakery,60,59,1,70,4130,70,3
2023-11-16,Thursday,Roll,FastFood,84,61,23,80,4880,1840,1
2023-11-16,Thursday,Samosa,FastFood,196,186,10,25,4650,250,1
2023-11-16,Thursday,Puff,FastFood,131,118,13,35,4130,455,2
2023-11-16,Thursday,Bun,Bakery,135,115,20,20,2300,400,1
2023-11-16,Thursday,Garlic Bread,Bakery,57,53,4,110,5830,440,2
2023-11-16,Thursday,Cold Coffee,Beverage,71,66,5,140,9240,700,1
2023-11-16,Thursday,Tea,Beverage,260,247,13,20,4940,260,0
2023-11-16,Thursday,Juice,Beverage,97,75,22,60,4500,1320,1
2023-11-16,Thursday,Wrap,FastFood,91,78,13,130,10140,1690,1
2023-11-16,Thursday,Croissant,Bakery,48,34,14,80,2720,1120,2
2023-11-17,Friday,Bread,Bakery,133,123,10,30,3690,300,1
2023-11-17,Friday,Cake,Bakery,27,16,11,350,5600,3850,2
2023-11-17,Friday,Pastry,Bakery,85,64,21,60,3840,1260,1
2023-11-17,Friday,Sandwich,FastFood,99,79,20,90,7110,1800,1
2023-11-17,Friday,Burger,FastFood,102,93,9,120,11160,1080,1
2023-11-17,Friday,Pizza Slice,FastFood,58,41,17,150,6150,2550,1
2023-11-17,Friday,Muffin,Bakery,100,95,5,50,4750,250,2
2023-11-17,Friday,Donut,Bakery,77,73,4,45,3285,180,2
2023-11-17,Friday,Cookies,Bakery,166,159,7,20,3180,140,7
2023-11-17,Friday,Brownie,Bakery,68,62,6,70,4340,420,3
2023-11-17,Friday,Roll,FastFood,113,97,16,80,7760,1280,1
2023-11-17,Friday,Samosa,FastFood,209,199,10,25,4975,250,1
2023-11-17,Friday,Puff,FastFood,123,114,9,35,3990,315,2
2023-11-17,Friday,Bun,Bakery,145,125,20,20,2500,400,1
2023-11-17,Friday,Garlic Bread,Bakery,68,65,3,110,7150,330,2
2023-11-17,Friday,Cold Coffee,Beverage,56,49,7,140,6860,980,1
2023-11-17,Friday,Tea,Beverage,261,256,5,20,5120,100,0
2023-11-17,Friday,Juice,Beverage,128,117,11,60,7020,660,1
2023-11-17,Friday,Wrap,FastFood,87,77,10,130,10010,1300,1
2023-11-17,Friday,Croissant,Bakery,58,44,14,80,3520,1120,2
2023-11-18,Saturday,Bread,Bakery,126,108,18,30,3240,540,1
2023-11-18,Saturday,Cake,Bakery,32,25,7,350,8750,2450,2
2023-11-18,Saturday,Pastry,Bakery,82,63,19,60,3780,1140,1
2023-11-18,Saturday,Sandwich,FastFood,107,87,20,90,7830,1800,1
2023-11-18,Saturday,Burger,FastFood,104,94,10,120,11280,1200,1
2023-11-18,Saturday,Pizza Slice,FastFood,69,56,13,150,8400,1950,1
2023-11-18,Saturday,Muffin,Bakery,83,79,4,50,3950,200,2
2023-11-18,Saturday,Donut,Bakery,92,81,11,45,3645,495,2
2023-11-18,Saturday,Cookies,Bakery,169,163,6,20,3260,120,7
2023-11-18,Saturday,Brownie,Bakery,59,53,6,70,3710,420,3
2023-11-18,Saturday,Roll,FastFood,117,110,7,80,8800,560,1
2023-11-18,Saturday,Samosa,FastFood,240,226,14,25,5650,350,1
2023-11-18,Saturday,Puff,FastFood,164,155,9,35,5425,315,2
2023-11-18,Saturday,Bun,Bakery,177,162,15,20,3240,300,1
2023-11-18,Saturday,Garlic Bread,Bakery,72,59,13,110,6490,1430,2
2023-11-18,Saturday,Cold Coffee,Beverage,69,61,8,140,8540,1120,1
2023-11-18,Saturday,Tea,Beverage,313,304,9,20,6080,180,0
2023-11-18,Saturday,Juice,Beverage,116,93,23,60,5580,1380,1
2023-11-18,Saturday,Wrap,FastFood,103,93,10,130,12090,1300,1
2023-11-18,Saturday,Croissant,Bakery,52,46,6,80,3680,480,2
2023-11-19,Sunday,Bread,Bakery,126,120,6,30,3600,180,1
2023-11-19,Sunday,Cake,Bakery,40,28,12,350,9800,4200,2
2023-11-19,Sunday,Pastry,Bakery,99,94,5,60,5640,300,1
2023-11-19,Sunday,Sandwich,FastFood,118,99,19,90,8910,1710,1
2023-11-19,Sunday,Burger,FastFood,88,79,9,120,9480,1080,1
2023-11-19,Sunday,Pizza Slice,FastFood,83,71,12,150,10650,1800,1
2023-11-19,Sunday,Muffin,Bakery,99,95,4,50,4750,200,2
2023-11-19,Sunday,Donut,Bakery,104,99,5,45,4455,225,2
2023-11-19,Sunday,Cookies,Bakery,157,155,2,20,3100,40,7
2023-11-19,Sunday,Brownie,Bakery,59,59,0,70,4130,0,3
2023-11-19,Sunday,Roll,FastFood,101,80,21,80,6400,1680,1
2023-11-19,Sunday,Samosa,FastFood,242,237,5,25,5925,125,1
2023-11-19,Sunday,Puff,FastFood,163,159,4,35,5565,140,2
2023-11-19,Sunday,Bun,Bakery,158,137,21,20,2740,420,1
2023-11-19,Sunday,Garlic Bread,Bakery,67,53,14,110,5830,1540,2
2023-11-19,Sunday,Cold Coffee,Beverage,80,63,17,140,8820,2380,1
2023-11-19,Sunday,Tea,Beverage,307,304,3,20,6080,60,0
2023-11-19,Sunday,Juice,Beverage,114,101,13,60,6060,780,1
2023-11-19,Sunday,Wrap,FastFood,75,63,12,130,8190,1560,1
2023-11-19,Sunday,Croissant,Bakery,53,40,13,80,3200,1040,2
2023-11-20,Monday,Bread,Bakery,110,94,16,30,2820,480,1
2023-11-20,Monday,Cake,Bakery,39,30,9,350,10500,3150,2
2023-11-20,Monday,Pastry,Bakery,77,56,21,60,3360,1260,1
2023-11-20,Monday,Sandwich,FastFood,112,94,18,90,8460,1620,1
2023-11-20,Monday,Burger,FastFood,78,58,20,120,6960,2400,1
2023-11-20,Monday,Pizza Slice,FastFood,61,54,7,150,8100,1050,1
2023-11-20,Monday,Muffin,Bakery,73,63,10,50,3150,500,2
2023-11-20,Monday,Donut,Bakery,69,65,4,45,2925,180,2
2023-11-20,Monday,Cookies,Bakery,158,152,6,20,3040,120,7
2023-11-20,Monday,Brownie,Bakery,72,69,3,70,4830,210,3
2023-11-20,Monday,Roll,FastFood,91,67,24,80,5360,1920,1
2023-11-20,Monday,Samosa,FastFood,206,186,20,25,4650,500,1
2023-11-20,Monday,Puff,FastFood,120,116,4,35,4060,140,2
2023-11-20,Monday,Bun,Bakery,153,130,23,20,2600,460,1
2023-11-20,Monday,Garlic Bread,Bakery,50,41,9,110,4510,990,2
2023-11-20,Monday,Cold Coffee,Beverage,69,56,13,140,7840,1820,1
2023-11-20,Monday,Tea,Beverage,281,270,11,20,5400,220,0
2023-11-20,Monday,Juice,Beverage,111,103,8,60,6180,480,1
2023-11-20,Monday,Wrap,FastFood,80,63,17,130,8190,2210,1
2023-11-20,Monday,Croissant,Bakery,52,42,10,80,3360,800,2
2023-11-21,Tuesday,Bread,Bakery,121,106,15,30,3180,450,1
2023-11-21,Tuesday,Cake,Bakery,37,24,13,350,8400,4550,2
2023-11-21,Tuesday,Pastry,Bakery,82,64,18,60,3840,1080,1
2023-11-21,Tuesday,Sandwich,FastFood,96,72,24,90,6480,2160,1
2023-11-21,Tuesday,Burger,FastFood,100,86,14,120,10320,1680,1
2023-11-21,Tuesday,Pizza Slice,FastFood,66,50,16,150,7500,2400,1
2023-11-21,Tuesday,Muffin,Bakery,70,58,12,50,2900,600,2
2023-11-21,Tuesday,Donut,Bakery,80,68,12,45,3060,540,2
2023-11-21,Tuesday,Cookies,Bakery,167,165,2,20,3300,40,7
2023-11-21,Tuesday,Brownie,Bakery,55,55,0,70,3850,0,3
2023-11-21,Tuesday,Roll,FastFood,89,68,21,80,5440,1680,1
2023-11-21,Tuesday,Samosa,FastFood,212,203,9,25,5075,225,1
2023-11-21,Tuesday,Puff,FastFood,147,136,11,35,4760,385,2
2023-11-21,Tuesday,Bun,Bakery,154,137,17,20,2740,340,1
2023-11-21,Tuesday,Garlic Bread,Bakery,68,58,10,110,6380,1100,2
2023-11-21,Tuesday,Cold Coffee,Beverage,50,44,6,140,6160,840,1
2023-11-21,Tuesday,Tea,Beverage,294,285,9,20,5700,180,0
2023-11-21,Tuesday,Juice,Beverage,101,83,18,60,4980,1080,1
2023-11-21,Tuesday,Wrap,FastFood,69,50,19,130,6500,2470,1
2023-11-21,Tuesday,Croissant,Bakery,52,48,4,80,3840,320,2
2023-11-22,Wednesday,Bread,Bakery,116,97,19,30,2910,570,1
2023-11-22,Wednesday,Cake,Bakery,55,44,11,350,15400,3850,2
2023-11-22,Wednesday,Pastry,Bakery,98,93,5,60,5580,300,1
2023-11-22,Wednesday,Sandwich,FastFood,105,97,8,90,8730,720,1
2023-11-22,Wednesday,Burger,FastFood,82,66,16,120,7920,1920,1
2023-11-22,Wednesday,Pizza Slice,FastFood,86,74,12,150,11100,1800,1
2023-11-22,Wednesday,Muffin,Bakery,70,56,14,50,2800,700,2
2023-11-22,Wednesday,Donut,Bakery,61,53,8,45,2385,360,2
2023-11-22,Wednesday,Cookies,Bakery,156,152,4,20,3040,80,7
2023-11-22,Wednesday,Brownie,Bakery,46,40,6,70,2800,420,3
2023-11-22,Wednesday,Roll,FastFood,93,85,8,80,6800,640,1
2023-11-22,Wednesday,Samosa,FastFood,207,190,17,25,4750,425,1
2023-11-22,Wednesday,Puff,FastFood,117,111,6,35,3885,210,2
2023-11-22,Wednesday,Bun,Bakery,132,124,8,20,2480,160,1
2023-11-22,Wednesday,Garlic Bread,Bakery,78,71,7,110,7810,770,2
2023-11-22,Wednesday,Cold Coffee,Beverage,43,26,17,140,3640,2380,1
2023-11-22,Wednesday,Tea,Beverage,264,258,6,20,5160,120,0
2023-11-22,Wednesday,Juice,Beverage,127,105,22,60,6300,1320,1
2023-11-22,Wednesday,Wrap,FastFood,72,63,9,130,8190,1170,1
2023-11-22,Wednesday,Croissant,Bakery,66,57,9,80,4560,720,2
2023-11-23,Thursday,Bread,Bakery,131,110,21,30,3300,630,1
2023-11-23,Thursday,Cake,Bakery,33,20,13,350,7000,4550,2
2023-11-23,Thursday,Pastry,Bakery,86,76,10,60,4560,600,1
2023-11-23,Thursday,Sandwich,FastFood,104,90,14,90,8100,1260,1
2023-11-23,Thursday,Burger,FastFood,82,70,12,120,8400,1440,1
2023-11-23,Thursday,Pizza Slice,FastFood,56,35,21,150,5250,3150,1
2023-11-23,Thursday,Muffin,Bakery,89,80,9,50,4000,450,2
2023-11-23,Thursday,Donut,Bakery,61,57,4,45,2565,180,2
2023-11-23,Thursday,Cookies,Bakery,138,135,3,20,2700,60,7
2023-11-23,Thursday,Brownie,Bakery,74,71,3,70,4970,210,3
2023-11-23,Thursday,Roll,FastFood,92,77,15,80,6160,1200,1
2023-11-23,Thursday,Samosa,FastFood,197,177,20,25,4425,500,1
2023-11-23,Thursday,Puff,FastFood,137,127,10,35,4445,350,2
2023-11-23,Thursday,Bun,Bakery,159,154,5,20,3080,100,1
2023-11-23,Thursday,Garlic Bread,Bakery,52,39,13,110,4290,1430,2
2023-11-23,Thursday,Cold Coffee,Beverage,60,42,18,140,5880,2520,1
2023-11-23,Thursday,Tea,Beverage,277,273,4,20,5460,80,0
2023-11-23,Thursday,Juice,Beverage,103,96,7,60,5760,420,1
2023-11-23,Thursday,Wrap,FastFood,83,71,12,130,9230,1560,1
2023-11-23,Thursday,Croissant,Bakery,46,38,8,80,3040,640,2
2023-11-24,Friday,Bread,Bakery,130,113,17,30,3390,510,1
2023-11-24,Friday,Cake,Bakery,50,44,6,350,15400,2100,2
2023-11-24,Friday,Pastry,Bakery,75,61,14,60,3660,840,1
2023-11-24,Friday,Sandwich,FastFood,117,101,16,90,9090,1440,1
2023-11-24,Friday,Burger,FastFood,100,91,9,120,10920,1080,1
2023-11-24,Friday,Pizza Slice,FastFood,89,73,16,150,10950,2400,1
2023-11-24,Friday,Muffin,Bakery,74,68,6,50,3400,300,2
2023-11-24,Friday,Donut,Bakery,90,83,7,45,3735,315,2
2023-11-24,Friday,Cookies,Bakery,157,150,7,20,3000,140,7
2023-11-24,Friday,Brownie,Bakery,46,45,1,70,3150,70,3
2023-11-24,Friday,Roll,FastFood,84,64,20,80,5120,1600,1
2023-11-24,Friday,Samosa,FastFood,216,199,17,25,4975,425,1
2023-11-24,Friday,Puff,FastFood,131,126,5,35,4410,175,2
2023-11-24,Friday,Bun,Bakery,152,139,13,20,2780,260,1
2023-11-24,Friday,Garlic Bread,Bakery,69,63,6,110,6930,660,2
2023-11-24,Friday,Cold Coffee,Beverage,72,51,21,140,7140,2940,1
2023-11-24,Friday,Tea,Beverage,260,251,9,20,5020,180,0
2023-11-24,Friday,Juice,Beverage,105,98,7,60,5880,420,1
2023-11-24,Friday,Wrap,FastFood,69,47,22,130,6110,2860,1
2023-11-24,Friday,Croissant,Bakery,53,45,8,80,3600,640,2
2023-11-25,Saturday,Bread,Bakery,137,116,21,30,3480,630,1
2023-11-25,Saturday,Cake,Bakery,44,39,5,350,13650,1750,2
2023-11-25,Saturday,Pastry,Bakery,86,67,19,60,4020,1140,1
2023-11-25,Saturday,Sandwich,FastFood,132,125,7,90,11250,630,1
2023-11-25,Saturday,Burger,FastFood,101,94,7,120,11280,840,1
2023-11-25,Saturday,Pizza Slice,FastFood,96,90,6,150,13500,900,1
2023-11-25,Saturday,Muffin,Bakery,100,94,6,50,4700,300,2
2023-11-25,Saturday,Donut,Bakery,91,77,14,45,3465,630,2
2023-11-25,Saturday,Cookies,Bakery,165,165,0,20,3300,0,7
2023-11-25,Saturday,Brownie,Bakery,72,70,2,70,4900,140,3
2023-11-25,Saturday,Roll,FastFood,107,92,15,80,7360,1200,1
2023-11-25,Saturday,Samosa,FastFood,236,216,20,25,5400,500,1
2023-11-25,Saturday,Puff,FastFood,141,136,5,35,4760,175,2
